year,state,industry,startups_ recognized
2024,Chandigarh,Sports,1
2024,Chandigarh,Social Network,1
2024,Chandigarh,Textiles & Apparel,4
2024,Chandigarh,Transportation & Storage,1
2024,Chandigarh,Travel & Tourism,3
2024,Chandigarh,Security Solutions,1
2024,Chandigarh,Real Estate,2
2024,Chandigarh,Biotechnology,1
2024,Goa,Architecture Interior Design,1
2024,Goa,Automotive,2
2024,Goa,Chemicals,1
2024,Goa,Telecommunication & Networking,1
2024,Goa,Construction,8
2024,Goa,Agriculture,2
2024,Goa,Aeronautics Aerospace & Defence,1
2024,Goa,AI,4
2024,Goa,Green Technology,2
2024,Goa,Events,5
2024,Goa,Fashion,4
2024,Goa,Finance Technology,2
2024,Goa,Enterprise Software,3
2024,Goa,Food & Beverages,12
2024,Goa,Education,6
2024,Goa,Renewable Energy,5
2024,Goa,Technology Hardware,5
2024,Goa,Healthcare & Lifesciences,9
2024,Goa,Internet of Things,2
2024,Goa,IT Services,8
2024,Goa,Human Resources,1
2024,Goa,Marketing,2
2024,Goa,Pets & Animals,1
2024,Goa,Media & Entertainment,5
2024,Goa,Retail,1
2024,Goa,Professional & Commercial Services,6
2024,Goa,Sports,1
2024,Goa,Textiles & Apparel,1
2024,Goa,Indic Language Startups,1
2024,Goa,Transportation & Storage,6
2024,Goa,Logistics,1
2024,Goa,Travel & Tourism,9
2024,Goa,Security Solutions,3
2024,Goa,Real Estate,2
2024,Goa,Other Specialty Retailers,2
2024,Delhi,Analytics,8
2024,Delhi,Advertising,28
2024,Delhi,Architecture Interior Design,27
2024,Delhi,AR VR (Augmented + Virtual Reality),8
2024,Delhi,Automotive,56
2024,Delhi,Art & Photography,8
2024,Delhi,Animation,2
2024,Delhi,Chemicals,19
2024,Delhi,Computer Vision,4
2024,Delhi,Telecommunication & Networking,33
2024,Delhi,Construction,123
2024,Delhi,Agriculture,70
2024,Delhi,Aeronautics Aerospace & Defence,25
2024,Delhi,AI,62
2024,Delhi,Green Technology,61
2024,Delhi,Events,32
2024,Delhi,Fashion,90
2024,Delhi,Finance Technology,85
2024,Delhi,Enterprise Software,33
2024,Delhi,Food & Beverages,158
2024,Delhi,Design,13
2024,Delhi,Dating Matrimonial,2
2024,Delhi,Education,124
2024,Delhi,Renewable Energy,72
2024,Delhi,Technology Hardware,97
2024,Delhi,Healthcare & Lifesciences,292
2024,Delhi,Internet of Things,17
2024,Delhi,IT Services,251
2024,Delhi,Human Resources,96
2024,Delhi,Marketing,53
2024,Delhi,Nanotechnology,4
2024,Delhi,Non- Renewable Energy,12
2024,Delhi,Pets & Animals,6
2024,Delhi,Media & Entertainment,56
2024,Delhi,Retail,85
2024,Delhi,House-Hold Services,30
2024,Delhi,Professional & Commercial Services,211
2024,Delhi,Sports,15
2024,Delhi,Social Impact,22
2024,Delhi,Social Network,11
2024,Delhi,Textiles & Apparel,61
2024,Delhi,Indic Language Startups,10
2024,Delhi,Transportation & Storage,40
2024,Delhi,Logistics,34
2024,Delhi,Travel & Tourism,67
2024,Delhi,Security Solutions,68
2024,Delhi,Airport Operations,3
2024,Delhi,Real Estate,40
2024,Delhi,Other Specialty Retailers,45
2024,Delhi,Safety,6
2024,Delhi,Robotics,14
2024,Delhi,Passenger Experience,1
2024,Delhi,Biotechnology,9
2024,Delhi,Waste Management,40
2024,Delhi,Toys and Games,14
2024,Gujarat,Analytics,13
2024,Gujarat,Advertising,12
2024,Gujarat,Architecture Interior Design,24
2024,Gujarat,AR VR (Augmented + Virtual Reality),11
2024,Gujarat,Automotive,90
2024,Gujarat,Art & Photography,13
2024,Gujarat,Animation,2
2024,Gujarat,Chemicals,108
2024,Gujarat,Computer Vision,1
2024,Gujarat,Telecommunication & Networking,19
2024,Gujarat,Construction,244
2024,Gujarat,Agriculture,248
2024,Gujarat,Aeronautics Aerospace & Defence,22
2024,Gujarat,AI,38
2024,Gujarat,Green Technology,75
2024,Gujarat,Events,13
2024,Gujarat,Fashion,117
2024,Gujarat,Finance Technology,93
2024,Gujarat,Enterprise Software,37
2024,Gujarat,Food & Beverages,184
2024,Gujarat,Design,14
2024,Gujarat,Dating Matrimonial,2
2024,Gujarat,Education,95
2024,Gujarat,Renewable Energy,154
2024,Gujarat,Technology Hardware,195
2024,Gujarat,Healthcare & Lifesciences,322
2024,Gujarat,Internet of Things,18
2024,Gujarat,IT Services,289
2024,Gujarat,Human Resources,38
2024,Gujarat,Marketing,46
2024,Gujarat,Nanotechnology,6
2024,Gujarat,Non- Renewable Energy,31
2024,Gujarat,Pets & Animals,5
2024,Gujarat,Media & Entertainment,22
2024,Gujarat,Retail,55
2024,Gujarat,House-Hold Services,26
2024,Gujarat,Professional & Commercial Services,247
2024,Gujarat,Sports,10
2024,Gujarat,Social Impact,10
2024,Gujarat,Social Network,2
2024,Gujarat,Textiles & Apparel,135
2024,Gujarat,Indic Language Startups,13
2024,Gujarat,Transportation & Storage,61
2024,Gujarat,Logistics,24
2024,Gujarat,Travel & Tourism,53
2024,Gujarat,Security Solutions,21
2024,Gujarat,Airport Operations,1
2024,Gujarat,Real Estate,28
2024,Gujarat,Other Specialty Retailers,52
2024,Gujarat,Safety,16
2024,Gujarat,Robotics,11
2024,Gujarat,Biotechnology,15
2024,Gujarat,Waste Management,48
2024,Gujarat,Toys and Games,16
2024,Himachal Pradesh,Automotive,2
2024,Himachal Pradesh,Art & Photography,1
2024,Himachal Pradesh,Telecommunication & Networking,1
2024,Himachal Pradesh,Construction,20
2024,Himachal Pradesh,Agriculture,16
2024,Himachal Pradesh,Aeronautics Aerospace & Defence,3
2024,Himachal Pradesh,AI,2
2024,Himachal Pradesh,Fashion,2
2024,Himachal Pradesh,Finance Technology,1
2024,Himachal Pradesh,Enterprise Software,1
2024,Himachal Pradesh,Food & Beverages,10
2024,Himachal Pradesh,Design,1
2024,Himachal Pradesh,Education,8
2024,Himachal Pradesh,Renewable Energy,4
2024,Himachal Pradesh,Technology Hardware,6
2024,Himachal Pradesh,Healthcare & Lifesciences,15
2024,Himachal Pradesh,Internet of Things,1
2024,Himachal Pradesh,IT Services,8
2024,Himachal Pradesh,Human Resources,4
2024,Himachal Pradesh,Marketing,2
2024,Himachal Pradesh,Media & Entertainment,1
2024,Himachal Pradesh,Retail,5
2024,Himachal Pradesh,House-Hold Services,1
2024,Himachal Pradesh,Professional & Commercial Services,8
2024,Himachal Pradesh,Social Network,1
2024,Himachal Pradesh,Textiles & Apparel,1
2024,Himachal Pradesh,Indic Language Startups,1
2024,Himachal Pradesh,Transportation & Storage,3
2024,Himachal Pradesh,Travel & Tourism,11
2024,Himachal Pradesh,Real Estate,1
2024,Himachal Pradesh,Other Specialty Retailers,3
2024,Himachal Pradesh,Waste Management,1
2024,Haryana,Analytics,5
2024,Haryana,Advertising,17
2024,Haryana,Architecture Interior Design,18
2024,Haryana,AR VR (Augmented + Virtual Reality),5
2024,Haryana,Automotive,49
2024,Haryana,Art & Photography,6
2024,Haryana,Chemicals,17
2024,Haryana,Computer Vision,2
2024,Haryana,Telecommunication & Networking,15
2024,Haryana,Construction,112
2024,Haryana,Agriculture,71
2024,Haryana,Aeronautics Aerospace & Defence,24
2024,Haryana,AI,46
2024,Haryana,Green Technology,31
2024,Haryana,Events,10
2024,Haryana,Fashion,44
2024,Haryana,Finance Technology,50
2024,Haryana,Enterprise Software,33
2024,Haryana,Food & Beverages,90
2024,Haryana,Design,4
2024,Haryana,Dating Matrimonial,2
2024,Haryana,Education,91
2024,Haryana,Renewable Energy,46
2024,Haryana,Technology Hardware,58
2024,Haryana,Healthcare & Lifesciences,167
2024,Haryana,Internet of Things,10
2024,Haryana,IT Services,147
2024,Haryana,Human Resources,38
2024,Haryana,Marketing,39
2024,Haryana,Nanotechnology,1
2024,Haryana,Non- Renewable Energy,7
2024,Haryana,Pets & Animals,9
2024,Haryana,Media & Entertainment,20
2024,Haryana,Retail,46
2024,Haryana,House-Hold Services,18
2024,Haryana,Professional & Commercial Services,100
2024,Haryana,Sports,11
2024,Haryana,Social Impact,6
2024,Haryana,Social Network,9
2024,Haryana,Textiles & Apparel,46
2024,Haryana,Indic Language Startups,4
2024,Haryana,Transportation & Storage,28
2024,Haryana,Logistics,19
2024,Haryana,Travel & Tourism,33
2024,Haryana,Security Solutions,17
2024,Haryana,Real Estate,23
2024,Haryana,Other Specialty Retailers,32
2024,Haryana,Safety,3
2024,Haryana,Robotics,3
2024,Haryana,Passenger Experience,2
2024,Haryana,Biotechnology,6
2024,Haryana,Waste Management,27
2024,Haryana,Toys and Games,13
2024,Jammu and Kashmir,Architecture Interior Design,2
2024,Jammu and Kashmir,Automotive,8
2024,Jammu and Kashmir,Art & Photography,1
2024,Jammu and Kashmir,Chemicals,1
2024,Jammu and Kashmir,Construction,87
2024,Jammu and Kashmir,Agriculture,23
2024,Jammu and Kashmir,Aeronautics Aerospace & Defence,1
2024,Jammu and Kashmir,AI,4
2024,Jammu and Kashmir,Green Technology,4
2024,Jammu and Kashmir,Events,1
2024,Jammu and Kashmir,Fashion,4
2024,Jammu and Kashmir,Enterprise Software,2
2024,Jammu and Kashmir,Food & Beverages,15
2024,Jammu and Kashmir,Education,6
2024,Jammu and Kashmir,Renewable Energy,7
2024,Jammu and Kashmir,Technology Hardware,5
2024,Jammu and Kashmir,Healthcare & Lifesciences,13
2024,Jammu and Kashmir,IT Services,21
2024,Jammu and Kashmir,Human Resources,9
2024,Jammu and Kashmir,Marketing,3
2024,Jammu and Kashmir,Media & Entertainment,5
2024,Jammu and Kashmir,Professional & Commercial Services,15
2024,Jammu and Kashmir,Social Impact,1
2024,Jammu and Kashmir,Textiles & Apparel,5
2024,Jammu and Kashmir,Transportation & Storage,5
2024,Jammu and Kashmir,Logistics,1
2024,Jammu and Kashmir,Travel & Tourism,12
2024,Jammu and Kashmir,Security Solutions,6
2024,Jammu and Kashmir,Real Estate,2
2024,Jammu and Kashmir,Safety,1
2024,Jammu and Kashmir,Biotechnology,1
2024,Jammu and Kashmir,Waste Management,2
2024,Jharkhand,Analytics,1
2024,Jharkhand,Advertising,1
2024,Jharkhand,Architecture Interior Design,3
2024,Jharkhand,AR VR (Augmented + Virtual Reality),1
2024,Jharkhand,Automotive,7
2024,Jharkhand,Art & Photography,1
2024,Jharkhand,Chemicals,4
2024,Jharkhand,Telecommunication & Networking,3
2024,Jharkhand,Construction,39
2024,Jharkhand,Agriculture,32
2024,Jharkhand,Aeronautics Aerospace & Defence,1
2024,Jharkhand,AI,11
2024,Jharkhand,Green Technology,6
2024,Jharkhand,Events,2
2024,Jharkhand,Fashion,5
2024,Jharkhand,Finance Technology,3
2024,Jharkhand,Enterprise Software,1
2024,Jharkhand,Food & Beverages,20
2024,Jharkhand,Design,1
2024,Jharkhand,Education,18
2024,Jharkhand,Renewable Energy,13
2024,Jharkhand,Technology Hardware,11
2024,Jharkhand,Healthcare & Lifesciences,23
2024,Jharkhand,Internet of Things,2
2024,Jharkhand,IT Services,33
2024,Jharkhand,Human Resources,9
2024,Jharkhand,Marketing,3
2024,Jharkhand,Non- Renewable Energy,3
2024,Jharkhand,Pets & Animals,1
2024,Jharkhand,Media & Entertainment,2
2024,Jharkhand,Retail,2
2024,Jharkhand,House-Hold Services,2
2024,Jharkhand,Professional & Commercial Services,23
2024,Jharkhand,Sports,2
2024,Jharkhand,Social Impact,2
2024,Jharkhand,Textiles & Apparel,5
2024,Jharkhand,Indic Language Startups,2
2024,Jharkhand,Transportation & Storage,4
2024,Jharkhand,Logistics,1
2024,Jharkhand,Travel & Tourism,2
2024,Jharkhand,Security Solutions,7
2024,Jharkhand,Real Estate,7
2024,Jharkhand,Other Specialty Retailers,3
2024,Jharkhand,Safety,2
2024,Jharkhand,Robotics,2
2024,Jharkhand,Biotechnology,1
2024,Jharkhand,Waste Management,3
2024,Jharkhand,Toys and Games,1
2024,Bihar,Analytics,1
2024,Bihar,Advertising,10
2024,Bihar,Architecture Interior Design,4
2024,Bihar,Automotive,10
2024,Bihar,Art & Photography,4
2024,Bihar,Animation,1
2024,Bihar,Chemicals,4
2024,Bihar,Telecommunication & Networking,7
2024,Bihar,Construction,183
2024,Bihar,Agriculture,61
2024,Bihar,Aeronautics Aerospace & Defence,7
2024,Bihar,AI,11
2024,Bihar,Green Technology,7
2024,Bihar,Events,7
2024,Bihar,Fashion,15
2024,Bihar,Finance Technology,22
2024,Bihar,Enterprise Software,3
2024,Bihar,Food & Beverages,51
2024,Bihar,Dating Matrimonial,1
2024,Bihar,Education,57
2024,Bihar,Renewable Energy,15
2024,Bihar,Technology Hardware,15
2024,Bihar,Healthcare & Lifesciences,52
2024,Bihar,Internet of Things,1
2024,Bihar,IT Services,50
2024,Bihar,Human Resources,45
2024,Bihar,Marketing,9
2024,Bihar,Non- Renewable Energy,5
2024,Bihar,Pets & Animals,2
2024,Bihar,Media & Entertainment,9
2024,Bihar,Retail,14
2024,Bihar,House-Hold Services,11
2024,Bihar,Professional & Commercial Services,48
2024,Bihar,Social Impact,4
2024,Bihar,Textiles & Apparel,14
2024,Bihar,Indic Language Startups,3
2024,Bihar,Transportation & Storage,8
2024,Bihar,Logistics,2
2024,Bihar,Travel & Tourism,10
2024,Bihar,Security Solutions,20
2024,Bihar,Real Estate,12
2024,Bihar,Other Specialty Retailers,8
2024,Bihar,Safety,1
2024,Bihar,Robotics,4
2024,Bihar,Biotechnology,3
2024,Bihar,Waste Management,7
2024,Bihar,Toys and Games,3
2024,Kerala,Analytics,1
2024,Kerala,Advertising,11
2024,Kerala,Architecture Interior Design,10
2024,Kerala,AR VR (Augmented + Virtual Reality),9
2024,Kerala,Automotive,22
2024,Kerala,Art & Photography,3
2024,Kerala,Animation,1
2024,Kerala,Chemicals,9
2024,Kerala,Computer Vision,1
2024,Kerala,Telecommunication & Networking,7
2024,Kerala,Construction,69
2024,Kerala,Agriculture,41
2024,Kerala,Aeronautics Aerospace & Defence,12
2024,Kerala,AI,44
2024,Kerala,Green Technology,20
2024,Kerala,Events,9
2024,Kerala,Fashion,15
2024,Kerala,Finance Technology,22
2024,Kerala,Enterprise Software,20
2024,Kerala,Food & Beverages,74
2024,Kerala,Design,11
2024,Kerala,Education,100
2024,Kerala,Renewable Energy,28
2024,Kerala,Technology Hardware,31
2024,Kerala,Healthcare & Lifesciences,102
2024,Kerala,Internet of Things,10
2024,Kerala,IT Services,166
2024,Kerala,Human Resources,17
2024,Kerala,Marketing,21
2024,Kerala,Nanotechnology,1
2024,Kerala,Non- Renewable Energy,7
2024,Kerala,Pets & Animals,3
2024,Kerala,Media & Entertainment,14
2024,Kerala,Retail,28
2024,Kerala,House-Hold Services,6
2024,Kerala,Professional & Commercial Services,39
2024,Kerala,Sports,5
2024,Kerala,Social Impact,4
2024,Kerala,Social Network,4
2024,Kerala,Textiles & Apparel,13
2024,Kerala,Indic Language Startups,2
2024,Kerala,Transportation & Storage,8
2024,Kerala,Logistics,12
2024,Kerala,Travel & Tourism,46
2024,Kerala,Security Solutions,9
2024,Kerala,Real Estate,9
2024,Kerala,Other Specialty Retailers,14
2024,Kerala,Safety,2
2024,Kerala,Robotics,8
2024,Kerala,Passenger Experience,2
2024,Kerala,Biotechnology,10
2024,Kerala,Waste Management,16
2024,Kerala,Toys and Games,7
2024,Karnataka,Analytics,22
2024,Karnataka,Advertising,20
2024,Karnataka,Architecture Interior Design,41
2024,Karnataka,AR VR (Augmented + Virtual Reality),11
2024,Karnataka,Automotive,63
2024,Karnataka,Art & Photography,12
2024,Karnataka,Animation,3
2024,Karnataka,Chemicals,19
2024,Karnataka,Computer Vision,13
2024,Karnataka,Telecommunication & Networking,18
2024,Karnataka,Construction,121
2024,Karnataka,Agriculture,128
2024,Karnataka,Aeronautics Aerospace & Defence,57
2024,Karnataka,AI,177
2024,Karnataka,Green Technology,70
2024,Karnataka,Events,15
2024,Karnataka,Fashion,63
2024,Karnataka,Finance Technology,115
2024,Karnataka,Enterprise Software,84
2024,Karnataka,Food & Beverages,157
2024,Karnataka,Design,28
2024,Karnataka,Dating Matrimonial,4
2024,Karnataka,Education,195
2024,Karnataka,Renewable Energy,68
2024,Karnataka,Technology Hardware,119
2024,Karnataka,Healthcare & Lifesciences,244
2024,Karnataka,Internet of Things,31
2024,Karnataka,IT Services,447
2024,Karnataka,Human Resources,69
2024,Karnataka,Marketing,50
2024,Karnataka,Nanotechnology,9
2024,Karnataka,Non- Renewable Energy,12
2024,Karnataka,Pets & Animals,14
2024,Karnataka,Media & Entertainment,33
2024,Karnataka,Retail,53
2024,Karnataka,House-Hold Services,22
2024,Karnataka,Professional & Commercial Services,120
2024,Karnataka,Sports,21
2024,Karnataka,Social Impact,10
2024,Karnataka,Social Network,21
2024,Karnataka,Textiles & Apparel,50
2024,Karnataka,Indic Language Startups,16
2024,Karnataka,Transportation & Storage,32
2024,Karnataka,Logistics,15
2024,Karnataka,Travel & Tourism,62
2024,Karnataka,Security Solutions,32
2024,Karnataka,Airport Operations,1
2024,Karnataka,Real Estate,50
2024,Karnataka,Other Specialty Retailers,39
2024,Karnataka,Safety,5
2024,Karnataka,Robotics,23
2024,Karnataka,Passenger Experience,1
2024,Karnataka,Biotechnology,20
2024,Karnataka,Waste Management,30
2024,Karnataka,Toys and Games,19
2024,Chhattisgarh,Analytics,1
2024,Chhattisgarh,Advertising,3
2024,Chhattisgarh,Architecture Interior Design,1
2024,Chhattisgarh,AR VR (Augmented + Virtual Reality),1
2024,Chhattisgarh,Automotive,9
2024,Chhattisgarh,Art & Photography,2
2024,Chhattisgarh,Chemicals,8
2024,Chhattisgarh,Telecommunication & Networking,3
2024,Chhattisgarh,Construction,50
2024,Chhattisgarh,Agriculture,60
2024,Chhattisgarh,Aeronautics Aerospace & Defence,4
2024,Chhattisgarh,AI,6
2024,Chhattisgarh,Green Technology,9
2024,Chhattisgarh,Events,1
2024,Chhattisgarh,Fashion,3
2024,Chhattisgarh,Finance Technology,11
2024,Chhattisgarh,Enterprise Software,1
2024,Chhattisgarh,Food & Beverages,35
2024,Chhattisgarh,Design,2
2024,Chhattisgarh,Education,30
2024,Chhattisgarh,Renewable Energy,14
2024,Chhattisgarh,Technology Hardware,18
2024,Chhattisgarh,Healthcare & Lifesciences,32
2024,Chhattisgarh,Internet of Things,1
2024,Chhattisgarh,IT Services,36
2024,Chhattisgarh,Human Resources,3
2024,Chhattisgarh,Marketing,5
2024,Chhattisgarh,Media & Entertainment,6
2024,Chhattisgarh,Retail,5
2024,Chhattisgarh,House-Hold Services,2
2024,Chhattisgarh,Professional & Commercial Services,20
2024,Chhattisgarh,Sports,1
2024,Chhattisgarh,Social Impact,5
2024,Chhattisgarh,Social Network,2
2024,Chhattisgarh,Textiles & Apparel,14
2024,Chhattisgarh,Indic Language Startups,1
2024,Chhattisgarh,Transportation & Storage,13
2024,Chhattisgarh,Logistics,7
2024,Chhattisgarh,Travel & Tourism,3
2024,Chhattisgarh,Security Solutions,4
2024,Chhattisgarh,Real Estate,4
2024,Chhattisgarh,Other Specialty Retailers,13
2024,Chhattisgarh,Safety,1
2024,Chhattisgarh,Robotics,1
2024,Chhattisgarh,Biotechnology,3
2024,Chhattisgarh,Waste Management,4
2024,Chhattisgarh,Toys and Games,2
2024,Andhra Pradesh,Analytics,2
2024,Andhra Pradesh,Advertising,3
2024,Andhra Pradesh,Architecture Interior Design,5
2024,Andhra Pradesh,Automotive,18
2024,Andhra Pradesh,Art & Photography,2
2024,Andhra Pradesh,Animation,1
2024,Andhra Pradesh,Chemicals,8
2024,Andhra Pradesh,Computer Vision,1
2024,Andhra Pradesh,Telecommunication & Networking,3
2024,Andhra Pradesh,Construction,42
2024,Andhra Pradesh,Agriculture,57
2024,Andhra Pradesh,Aeronautics Aerospace & Defence,8
2024,Andhra Pradesh,AI,24
2024,Andhra Pradesh,Green Technology,8
2024,Andhra Pradesh,Events,1
2024,Andhra Pradesh,Fashion,5
2024,Andhra Pradesh,Finance Technology,17
2024,Andhra Pradesh,Enterprise Software,6
2024,Andhra Pradesh,Food & Beverages,46
2024,Andhra Pradesh,Design,2
2024,Andhra Pradesh,Education,32
2024,Andhra Pradesh,Renewable Energy,15
2024,Andhra Pradesh,Technology Hardware,16
2024,Andhra Pradesh,Healthcare & Lifesciences,48
2024,Andhra Pradesh,Internet of Things,8
2024,Andhra Pradesh,IT Services,81
2024,Andhra Pradesh,Human Resources,10
2024,Andhra Pradesh,Marketing,11
2024,Andhra Pradesh,Non- Renewable Energy,4
2024,Andhra Pradesh,Media & Entertainment,8
2024,Andhra Pradesh,Retail,8
2024,Andhra Pradesh,House-Hold Services,5
2024,Andhra Pradesh,Professional & Commercial Services,28
2024,Andhra Pradesh,Sports,1
2024,Andhra Pradesh,Social Impact,5
2024,Andhra Pradesh,Social Network,2
2024,Andhra Pradesh,Textiles & Apparel,9
2024,Andhra Pradesh,Transportation & Storage,7
2024,Andhra Pradesh,Logistics,2
2024,Andhra Pradesh,Travel & Tourism,6
2024,Andhra Pradesh,Security Solutions,4
2024,Andhra Pradesh,Real Estate,4
2024,Andhra Pradesh,Other Specialty Retailers,9
2024,Andhra Pradesh,Safety,1
2024,Andhra Pradesh,Robotics,2
2024,Andhra Pradesh,Biotechnology,9
2024,Andhra Pradesh,Waste Management,8
2024,Andhra Pradesh,Others,1
2024,Andhra Pradesh,Toys and Games,3
2024,Arunachal Pradesh,Chemicals,1
2024,Arunachal Pradesh,Construction,1
2024,Arunachal Pradesh,Agriculture,4
2024,Arunachal Pradesh,Fashion,1
2024,Arunachal Pradesh,Finance Technology,1
2024,Arunachal Pradesh,Food & Beverages,2
2024,Arunachal Pradesh,Education,2
2024,Arunachal Pradesh,Biotechnology,1
2024,Andaman and Nicobar Islands,Automotive,1
2024,Andaman and Nicobar Islands,Construction,2
2024,Andaman and Nicobar Islands,Agriculture,3
2024,Andaman and Nicobar Islands,Food & Beverages,3
2024,Andaman and Nicobar Islands,Marketing,1
2024,Andaman and Nicobar Islands,Retail,1
2024,Andaman and Nicobar Islands,Professional & Commercial Services,2
2024,Andaman and Nicobar Islands,Travel & Tourism,6
2024,Andaman and Nicobar Islands,Other Specialty Retailers,1
2024,Manipur,Automotive,1
2024,Manipur,Construction,4
2024,Manipur,Agriculture,13
2024,Manipur,Aeronautics Aerospace & Defence,1
2024,Manipur,Green Technology,1
2024,Manipur,Food & Beverages,3
2024,Manipur,Education,7
2024,Manipur,Healthcare & Lifesciences,3
2024,Manipur,IT Services,3
2024,Manipur,Human Resources,1
2024,Manipur,Marketing,1
2024,Manipur,Non- Renewable Energy,1
2024,Manipur,Media & Entertainment,4
2024,Manipur,House-Hold Services,1
2024,Manipur,Professional & Commercial Services,1
2024,Manipur,Social Impact,2
2024,Manipur,Indic Language Startups,1
2024,Manipur,Transportation & Storage,1
2024,Manipur,Logistics,1
2024,Manipur,Travel & Tourism,1
2024,Manipur,Security Solutions,1
2024,Manipur,Real Estate,2
2024,Manipur,Other Specialty Retailers,1
2024,Mizoram,Construction,1
2024,Mizoram,Agriculture,5
2024,Mizoram,Food & Beverages,2
2024,Mizoram,Education,1
2024,Mizoram,Healthcare & Lifesciences,1
2024,Mizoram,IT Services,2
2024,Mizoram,House-Hold Services,1
2024,Mizoram,Textiles & Apparel,1
2024,Mizoram,Travel & Tourism,1
2024,Mizoram,Real Estate,1
2024,Rajasthan,Analytics,3
2024,Rajasthan,Advertising,10
2024,Rajasthan,Architecture Interior Design,10
2024,Rajasthan,AR VR (Augmented + Virtual Reality),4
2024,Rajasthan,Automotive,22
2024,Rajasthan,Art & Photography,11
2024,Rajasthan,Chemicals,17
2024,Rajasthan,Computer Vision,2
2024,Rajasthan,Telecommunication & Networking,7
2024,Rajasthan,Construction,101
2024,Rajasthan,Agriculture,99
2024,Rajasthan,Aeronautics Aerospace & Defence,9
2024,Rajasthan,AI,25
2024,Rajasthan,Green Technology,16
2024,Rajasthan,Events,5
2024,Rajasthan,Fashion,43
2024,Rajasthan,Finance Technology,34
2024,Rajasthan,Enterprise Software,18
2024,Rajasthan,Food & Beverages,62
2024,Rajasthan,Design,5
2024,Rajasthan,Education,61
2024,Rajasthan,Renewable Energy,59
2024,Rajasthan,Technology Hardware,30
2024,Rajasthan,Healthcare & Lifesciences,97
2024,Rajasthan,Internet of Things,1
2024,Rajasthan,IT Services,128
2024,Rajasthan,Human Resources,22
2024,Rajasthan,Marketing,25
2024,Rajasthan,Nanotechnology,1
2024,Rajasthan,Non- Renewable Energy,14
2024,Rajasthan,Pets & Animals,4
2024,Rajasthan,Media & Entertainment,15
2024,Rajasthan,Retail,20
2024,Rajasthan,House-Hold Services,11
2024,Rajasthan,Professional & Commercial Services,77
2024,Rajasthan,Sports,4
2024,Rajasthan,Social Impact,12
2024,Rajasthan,Social Network,9
2024,Rajasthan,Textiles & Apparel,27
2024,Rajasthan,Indic Language Startups,8
2024,Rajasthan,Transportation & Storage,20
2024,Rajasthan,Logistics,5
2024,Rajasthan,Travel & Tourism,19
2024,Rajasthan,Security Solutions,14
2024,Rajasthan,Real Estate,10
2024,Rajasthan,Other Specialty Retailers,18
2024,Rajasthan,Safety,3
2024,Rajasthan,Robotics,1
2024,Rajasthan,Passenger Experience,1
2024,Rajasthan,Biotechnology,3
2024,Rajasthan,Waste Management,18
2024,Rajasthan,Toys and Games,6
2024,Tamil Nadu,Analytics,16
2024,Tamil Nadu,Advertising,12
2024,Tamil Nadu,Architecture Interior Design,22
2024,Tamil Nadu,AR VR (Augmented + Virtual Reality),15
2024,Tamil Nadu,Automotive,78
2024,Tamil Nadu,Art & Photography,6
2024,Tamil Nadu,Animation,3
2024,Tamil Nadu,Chemicals,29
2024,Tamil Nadu,Computer Vision,4
2024,Tamil Nadu,Telecommunication & Networking,11
2024,Tamil Nadu,Construction,127
2024,Tamil Nadu,Agriculture,174
2024,Tamil Nadu,Aeronautics Aerospace & Defence,35
2024,Tamil Nadu,AI,90
2024,Tamil Nadu,Green Technology,60
2024,Tamil Nadu,Events,8
2024,Tamil Nadu,Fashion,40
2024,Tamil Nadu,Finance Technology,80
2024,Tamil Nadu,Enterprise Software,52
2024,Tamil Nadu,Food & Beverages,150
2024,Tamil Nadu,Design,21
2024,Tamil Nadu,Dating Matrimonial,1
2024,Tamil Nadu,Education,125
2024,Tamil Nadu,Renewable Energy,101
2024,Tamil Nadu,Technology Hardware,107
2024,Tamil Nadu,Healthcare & Lifesciences,218
2024,Tamil Nadu,Internet of Things,27
2024,Tamil Nadu,IT Services,319
2024,Tamil Nadu,Human Resources,32
2024,Tamil Nadu,Marketing,52
2024,Tamil Nadu,Nanotechnology,1
2024,Tamil Nadu,Non- Renewable Energy,18
2024,Tamil Nadu,Pets & Animals,8
2024,Tamil Nadu,Media & Entertainment,32
2024,Tamil Nadu,Retail,45
2024,Tamil Nadu,House-Hold Services,13
2024,Tamil Nadu,Professional & Commercial Services,121
2024,Tamil Nadu,Sports,12
2024,Tamil Nadu,Social Impact,17
2024,Tamil Nadu,Social Network,7
2024,Tamil Nadu,Textiles & Apparel,67
2024,Tamil Nadu,Indic Language Startups,11
2024,Tamil Nadu,Transportation & Storage,43
2024,Tamil Nadu,Logistics,31
2024,Tamil Nadu,Travel & Tourism,35
2024,Tamil Nadu,Security Solutions,18
2024,Tamil Nadu,Real Estate,33
2024,Tamil Nadu,Other Specialty Retailers,33
2024,Tamil Nadu,Safety,2
2024,Tamil Nadu,Robotics,21
2024,Tamil Nadu,Biotechnology,27
2024,Tamil Nadu,Waste Management,38
2024,Tamil Nadu,Toys and Games,8
2024,Madhya Pradesh,Analytics,2
2024,Madhya Pradesh,Advertising,19
2024,Madhya Pradesh,Architecture Interior Design,8
2024,Madhya Pradesh,AR VR (Augmented + Virtual Reality),4
2024,Madhya Pradesh,Automotive,14
2024,Madhya Pradesh,Art & Photography,3
